ball,score,commentary
46.4,0,"Starc to Kuldeep Yadav, no run, fuller outside off, pushed towards extra cover"
46.3,0,"Starc to Kuldeep Yadav, no run, fuller outside off, pushes it towards cover"
46.2,1,"Starc to Mohammed Shami, 1 run, fuller outside off, looks to go over covers by giving himself room. A thick outside edge towards third man"
46.1,1,"Starc to Kuldeep Yadav, 1 run, fuller outside off, drives it towards deep extra cover"
45.6,0,"Cummins to Mohammed Shami, no run, fuller outside off and Shami backing away made it look wider than it was. No connection as he tries to reach out for it"
45.5,1,"Cummins to Kuldeep Yadav, 1 run, pushed towards covers for a quick single"
45.4,1,"Cummins to Mohammed Shami, 1 run, length ball at the stumps, backs away and goes down the ground. Fails to middle it as it goes over the umpire's head"
45.3,0,"Cummins to Mohammed Shami, no run, length ball at the batsman, a bit of extra bounce as well. Defended from the crease"
45.2,1,"Cummins to Kuldeep Yadav, 1 run, length ball on the pads, flicked towards deep midwicket"
45.1,0,"Cummins to Kuldeep Yadav, no run, length ball in the channel, looks to defend but ends up playing inside the line"
44.6,1,"Starc to Kuldeep Yadav, 1 run, a low full toss around off and middle, flicked towards deep square leg"
44.5,7,"Starc to Thakur, OUT, nails the yorker, it was just a matter of time, Shardul fails to get anything on it and the off stump has been knocked out from its groove. The fact that Shardul was looking to play across the line didn't help eithert"
44.4,1,"Starc to Mohammed Shami, 1 run, fuller at the stumps, Shami gets his bat on it this time, driven towards sweeper cover"
44.3,0,"Starc to Mohammed Shami, no run, another attempted yorker, just outside off this time, Shami looks to drive but misses"
44.2,0,"Starc to Mohammed Shami, no run, Michael Gough gives it lbw. Shami though wants to review it. Has to. A yorker from around the wicket, Shami misses the flick and it hits him right on the shoe. No bat involved but looks like it was going down. Replays show the impact was in the line of the leg stump but the angle would have taken it down. Shami survives"
44.1,1,"Starc to Thakur, 1 run, dropped. A full toss at the stumps and lofted towards long-on, not from the middle of the bat. Richardson charges in, a low chance but should have been taken, slips through his fingers"
43.6,1,"Cummins to Thakur, 1 run, short of length at the batsman and another good short, pulled towards in front of square leg, keeps the strike with that single"
43.5,4,"Cummins to Thakur, FOUR runs, short but down the leg side, pulls it fine for another boundary, crucial runs these"
43.4,4,"Cummins to Thakur, FOUR runs, fuller around off, drives it aerially and just to the left of extra cover, neat connection though and he gets four"
43.3,1,"Cummins to Mohammed Shami, 1 run, length ball on the pads, flicked behind square leg"
43.2,7,"Cummins to Pant, OUT, a short one hurries onto the Pant who goes for the pull, gets a top edge onto the helmet and it lobs towards point. An easy catch but umpire Shamshuddin is unmoved as everyone looks towards him. Meanwhile, the batsmen are sneaking in single, no direct hit but then the umpire raises his finger. Pant departs after a bit of drama"
43.1,1,"Cummins to Thakur, 1 run, fuller on the pads, clipped behind square leg"
42.6,1,"Richardson to Thakur, 1 run, short of length outside off, cuts it towards sweeper cover for one"
42.5,0,"Richardson to Thakur, no run, short of length outside off, goes for the pull but cannot middle it, lobs in the air but falls well short of mid-on"
42.4,0,"Richardson to Thakur, no run, fuller around off, flicks it towards mid-on"
42.3,1,"Richardson to Pant, 1 run, slower length ball outside off, opens the face of the bat for a single to third man"
42.2,1,"Richardson to Thakur, 1 run, fuller outside off and absolutely smoked towards deep cover, there is a sweeper though"
42.1,7,"Richardson to Jadeja, OUT, length ball at the batsman, was a knuckle delivery, bounces extra as well. Jadeja was looking to run it down towards third man but the ball hits near the shoulder of the bat and an easy catch for Carey"
41.6,4,"Agar to Pant, FOUR runs, 103.1kph, walks towards the bowler once again and absolutely drills it between deep midwicket and long-on"
41.5,1,"Agar to Jadeja, 1 run, fuller on the pads, clipped towards midwicket"
41.4,0,"Agar to Jadeja, no run, another full toss, 102.7kph. Jadeja misses out. Finds short midwicket"
41.3,1,"Agar to Pant, 1 run, a full toss this time, 105kph. Slapped towards deep midwicket"
41.2,6,"Agar to Pant, SIX runs, 102kph, uses his feet and hoicks it over deep midwicket, all the way for a six"
41.1,1,"Agar to Jadeja, 1 leg bye, length ball on the pads, misses the flick but hares down to the other end for a leg-byw"
40.6,1,"Richardson to Jadeja, 1 run, length ball around off, opens the face of the bat to run it towards third man, 200 comes up for India"
40.6,1,"Richardson to Jadeja, 1 wide, length ball down the leg side, Jadeja looks to flick it fine but misses. Called a wide"
40.5,1,"Richardson to Pant, 1 run, length ball down the leg side, goes for the pull but cannot middle it, the ball bounces to the right of Carey"
40.4,0,"Richardson to Pant, no run, play and a miss. A length outside off, Pant looks to smash it over extra cover but loses his shape, fails to connect"
40.3,1,"Richardson to Jadeja, 1 run, short of length around off, gets on his toes and drops it on the off side for a quick single"
40.2,1,"Richardson to Pant, 1 run, fuller and wider, drives it towards sweeper cover, the bottom hand comes off the bat"
40.1,0,"Richardson to Pant, no run, fuller around off, drives it towards covers"
39.6,4,"Agar to Jadeja, FOUR runs, length but room outside off, Jadeja waits for it and cuts it behind point for four"
39.5,1,"Agar to Pant, 1 run, short of length down the leg side, once again pulled towards fine leg"
39.4,1,"Agar to Jadeja, 1 run, fuller on the stumps, pushes it towards long-on"
39.3,2,"Agar to Jadeja, 2 runs, this time connects the punch and scampers back for the second as the ball goes towards sweeper cover"
39.2,0,"Agar to Jadeja, no run, length ball angling across, looks to punch off the back foot, gets beaten"
39.1,1,"Agar to Pant, 1 run, short and down the leg side, Pant goes for the pull but only a single to fine leg, missed out there"
38.6,2,"Cummins to Jadeja, 2 runs, short of length outside off, dabs it towards the left of the third man, and he is sprinting back for the second. A direct hit and they are checking upstairs. Richardson is the fielder but Jadeja was dragging his bat and was well inside"
38.5,0,"Cummins to Jadeja, no run, length ball at the stumps, gives himself room and looks to go over the top with both mid-on and mid-off inside the circle. Mistimes though and it bounces it towards mid-on"
38.4,0,"Cummins to Jadeja, no run, length ball around off, stays back and defends towards extra cover"
38.3,1,"Cummins to Pant, 1 run, fuller but down the leg side, clipped towards fine leg"
38.2,0,"Cummins to Pant, no run, fuller and wider outside off, pushes it towards covers"
38.1,0,"Cummins to Pant, no run, length ball outside leg and angling in, Pant misses the flick and is rapped on the pads. An appeal for lbw but Cummins realises it had pitched outside leg"
37.6,0,"Agar to Jadeja, no run, and that's a maiden. Length ball at the stumps, punched towards extra cover"
37.5,0,"Agar to Jadeja, no run, gives himself some room and goes for the pull, the ball lobs towards short midwicket, Jadeja was looking for the run but Pant wisely sends him back"
37.4,0,"Agar to Jadeja, no run, length ball on the pads, misses the pull and is hit on the pads"
37.3,0,"Agar to Jadeja, no run, flatter and quicker at the stumps, flicked towards short midwicket"
37.2,0,"Agar to Jadeja, no run, length ball on the pads, too quick for Jadeja to pull it, ends up dabbing behind the stumps"
37.1,0,"Agar to Jadeja, no run, length ball around off, punched back towards the bowler who fumbles. Jadeja was looking for a single but the mid-on fielder was quick to tidy it up"
36.6,0,"Starc to Pant, no run, fuller and wider outside off, left alone"
36.5,1,"Starc to Jadeja, 1 run, length ball on the pads, flicked behind square on the leg side"
36.4,4,"Starc to Jadeja, FOUR runs, short of length outside off, Jadeja just steers it behind point, Zampa with the desperate dive to his left at third man, he gets his hand but Starc's pace means it's travelling way too fast for him to stop it"
36.3,0,"Starc to Jadeja, no run, length but way outside off, Jadeja lets it go through to the keeper"
36.2,1,"Starc to Pant, 1 run, short of length outside off, stays back and dabs it towards third man"
36.1,0,"Starc to Pant, no run, length ball around off and middle, turned to the leg side"
35.6,0,"Agar to Jadeja, no run, length ball at the stumps, flicked towards square leg"
35.5,6,"Agar to Jadeja, SIX runs, fuller, angled across the batsman. Jadeja goes down and slog sweeps it over deep midwicket. For a moment it looked like the fielder at the boundary had a chance but it kept sailing and cleared him comfortably"
35.4,1,"Agar to Pant, 1 run, length ball on the pads, flicked towards deep-backward square leg"
35.3,0,"Agar to Pant, no run, length ball at the stumps, flicked towards short midwicket"
35.2,0,"Agar to Pant, no run, length ball at the stumps, goes back but mistimes the pull towards short fine leg"
35.1,0,"Agar to Pant, no run, length ball at the stumps, punched towards short midwicket from the back foot"
35.1,1,"Agar to Pant, 1 wide, length but down the leg side, Pant looks to sweep it fine but misses"
34.6,0,"Starc to Jadeja, no run, another attempt for the yorker but this time Starc ends up bowling a full toss at the stumps, pushed back towards the bowler"
34.5,1,"Starc to Pant, 1 run, gets the yorker right this time, but Pant manages to get some bat on it, an inside edge onto the pads. An appeal for lbw but they run a single to fine leg"
34.5,1,"Starc to Pant, 1 wide, 144kph, attempted yorker but down the leg side, given a wide"
34.4,1,"Starc to Jadeja, 1 run, slower one at 128.8kph, length outside off. Jadeja comes forward and pushes it into the covers"
34.3,0,"Starc to Jadeja, no run, length ball outside off, left alone"
34.2,0,"Starc to Jadeja, no run, fuller on the stumps, flicked but cannot beat short midwicket"
34.1,0,"Starc to Jadeja, no run, length ball around off, comes forward and blocks"
33.6,1,"Zampa to Jadeja, 1 run, a full toss outside off, Jadeja works it towards long-on"
33.5,0,"Zampa to Jadeja, no run, another googly. Wide outside off, lunges forward and pushes it towards covers"
33.4,1,"Zampa to Pant, 1 run, low full toss outside off, drives it towards wide long-off"
33.3,0,"Zampa to Pant, no run, a googly, length outside off, cuts it towards backward point"
33.2,0,"Zampa to Pant, no run, a touch fuller and flatter outside off, left alone"
33.1,0,"Zampa to Pant, no run, length ball outside off, goes for the cut but cannot beat short third man"
32.6,0,"Starc to Jadeja, no run, goes for the yorker, just outside off. Jadeja jams his bat at it, but the ball hardly goes anywhere. He was looking to run a single but Starc was quick in his followthrough to prevent it"
32.5,7,"Starc to Iyer, OUT, and the move to bring Starc back has worked. Don't think it was a special delivery though, a length ball angling away, Iyer pushes away from the body and gets an outside edge, a simple catch for Carey behind the stumps"
32.4,1,"Starc to Pant, 1 run, length ball at the stumps, flicked towards backward square leg"
